Ano de Lançamento, 1983.. O Ano Azul 
2018, Em 97 Era Assim 
2018, Em Chamas 
2018, Em Guerra Por Amor 
2018, Em Nome Da América 
2018, Em Pedaços 
2018, Em Um Mundo Interior 
2018, Emma E As Cores Da Vida 
2018, Encantado 
2018, Encolhi A Professora 
2018, Entre-Laços 
2018, Entrevista Com Deus 
2018, Era Uma Vez Um Deadpool 
2018, Escobar: A Traição 
2018, Escolas Em Luta 
2018, Esplendor 
2018, Estás Me Matando Susana 
2018, Estrada De Sonhos 
2018, Estradeiros 
2018, Estrelas De Cinema Nunca Morrem 
2018, Eu Só Posso Imaginar 
2018, Eu, Tonya 
2018, Excelentíssimos 
2018, Exorcismos E Demônios 
2018, Ex-Pajé 
2018, Fantástica 
2018, Fátima, O Último Mistério 
2018, Ferrugem 
2018, Fica Mais Escuro Antes Do Amanhecer 
2018, Filme Paisagem - Um Olhar Sobre Roberto Burle Marx 
2018, Fúria Em Alto Mar 
2018, Gaby Estrella 
2018, Garimpeiros Do Voto 
2018, Gauguin - Viagem Ao Taiti 
2018, Goosebumps: Halloween Assombrado 
2018, Górgona 
2018, Grandes Médicos 
2018, Gringo - Vivo Ou Morto 
2018, Guarnieri 
2018, Halloween 
2018, Han Solo: Uma Historia Star Wars 
2018, Hannah 
2018, Hare Krishna ? O Mantra 
2018, Henfil 
2018, Hereditário 
2018, Híbridos, Os Espíritos Do Brasil 
2018, Hilda Hilst Pede Contato 
2018, Histórias Que Nosso Cinema (Não) Contava 
2018, Homem-Formiga E A Vespa 
2018, Hotel Artemis 
2018, Hotel Transilvânia 3: Férias Monstruosas 
2018, Ilha Dos Cachorros 
2018, Imagens Do Estado Novo 1937-45 
2018, Infiltrado Na Klan 
2018, Intimidade Entre Estranhos 
2018, Isto (Não) É Um Assalto* 
2018, Jogador Nº1 
2018, Johnny English 3.0 
2018, Jovens Titãs Em Ação! Nos Cinemas 
2018, Juliet, Nua E Crua 
2018, Jumanji: Bem-Vindo À Selva 
2018, Jurassic World - Reino Ameaçado 
2018, Kin 
2018, Lady Bird - A Hora De Voar 
2018, Lámen Shop 
2018, Legalize Já - Amizade Nunca Morre 
2018, Leto 
2018, Limites 
2018, Literalmente Especiais 
2018, Los Territorios 
2018, Lou 
2018, Lua De Júpiter 
2018, Madame 
2018, Mamma Mia! Lá Vamos Nós De Novo 
2018, Marcha Cega 
2018, Marcos Medeiros - Codinome Vampiro 
2018, Mare Nostrum 
2018, Maria Callas - Em Suas Próprias Palavras 
2018, Maria Madalena 
2018, Marvin 
2018, Mata Negra 
2018, Maze Runner: A Cura Mortal 
2018, Mazinger Z - Infinity 
2018, Me Chame Pelo Seu Nome 
2018, Medo Profundo 
2018, Medo Viral 
2018, Megatubarão 
2018, Memória Italiana - Histórias Em Família 
2018, Memórias De Uma Escola 
2018, Mentes Sombrias 
2018, Meu Amigo Vampiro 
2018, Meu Anjo 
2018, Meu Ex É Um Espião 
2018, Meu Tio E O Joelho De Porco 
2018, Meu Tricolor De Aço 
2018, Millennium - A Garota Na Teia De Aranha 
2018, Minas Do Futebol 
2018, Minha Amiga Do Parque 
2018, Minha Filha 
2018, Minha Vida Em Marte* 
2018, Missão 115 
2018, Missão: Impossível - Efeito Fallout 
2018, Moacir 
2018, Motorrad 
2018, Mudbound - Lágrimas Sobre O Mississipi 
2018, Mulheres Alteradas 
2018, Museu 
2018, My Name Is Now, Elza Soares 
2018, Nada A Perder 
2018, Não Se Aceitam Devoluções 
2018, Nasce Uma Estrela 
2018, Nico, 1988 
2018, No Olho Do Furacão 
2018, Nos Vemos No Paraíso 
2018, Nova Amsterdam 
2018, O Amante Duplo 
2018, O Animal Cordial 
2018, O Animal Sonhado 
2018, O Avental Rosa 
2018, O Banquete 
2018, O Beijo No Asfalto 
2018, O Caminho Dos Sonhos 
2018, O Candidato Honesto 2 
2018, O Caso Do Homem Errado 
2018, O Chamado Do Mal 
2018, O Colar De Coralina 
2018, O Confeiteiro 
2018, O Cravo E A Rosa - O Documentário 
2018, O Desmonte Do Monte 
2018, O Destino De Uma Nação 
2018, O Dia Depois 
2018, O Doutrinador - O Filme* 
2018, O Estrangeiro 
2018, O Fantástico Patinho Feio 
2018, O Filho Uruguaio 
2018, O Futuro Adiante 
2018, O Grande Circo Mistico 
2018, O Grinch 
2018, O Homem Das Cavernas 
2018, O Homem Perfeito 
2018, O Homem Que Parou O Tempo 
2018, O Insulto 
2018, O Jabuti E A Anta 
2018, O Leopardo 
2018, O Mistério Do Relógio Na Parede 
2018, O Motorista De Táxi 
2018, O Muro 
2018, O Nó Do Diabo 
2018, O Nome Da Morte 
2018, O Ódio Que Você Semeia 
2018, O Orgulho 
2018, O Paciente, O Caso Tancredo Neves 
2018, O Pacto De Adriana 
2018, O Parque 
2018, O Parque Do Inferno 
2018, O Passageiro 
2018, O Poder De Diane 
2018, O Predador 
2018, O Primeiro Homem 
2018, O Processo 
2018, O Protetor 2 
2018, O Que De Verdade Importa 
2018, O Que Te Faz Mais Forte 
2018, O Quebra-Cabeça 
2018, O Quebra-Nozes E Os Quatro Reinos 
2018, O Renascimento Do Parto 2 
2018, O Renascimento Do Parto 3 
2018, O Retorno De Mary Poppins 
2018, O Retorno Do Herói 
2018, O Sacrifício Do Cervo Sagrado 
2018, O Segredo De Davi 
2018, O Silêncio Da Noite É Que Tem Sido Testemunha Das Minhas Amarguras 
2018, O Silêncio É Uma Prece 
2018, O Terceiro Assassinato 
2018, O Touro Ferdinando 
2018, Oh Lucy! 
2018, Oito Mulheres E Um Segredo 
2018, Olhos Do Deserto 
2018, Onde A Moeda Cai Em Pé - A História Do São Paulo Futebol Clube 
2018, Onde Está Você, João Gilberto? 
2018, Operação Overlord 
2018, Operação Red Sparrow 
2018, Os Caubóis Do Apocalipse 
2018, Os Estranhos: Caçada Noturna 
2018, Os Exterminadores Do Além Contra A Loira Do Banheiro 
2018, Os Fantasmas De Ismael 
2018, Os Farofeiros 
2018, Os Incontestáveis 
2018, Os Incríveis 2 
2018, Os Iniciados 
2018, Os Invisíveis* 
2018, Outra História Do Mundo 
2018, Paddington 2 
2018, Pagliacci 
2018, Pantera Negra 
2018, Papillon 
2018, Para Sempre Chape 
2018, Para Ter Onde Ir* 
2018, Paraíso Perdido 
2018, Paris 8 
2018, Parquelândia 
2018, Paulistas 
2018, Paulo - Apóstolo De Cristo 
2018, Pedro Coelho 
2018, Peixonauta: O Filme 
2018, Pela Janela 
2018, Pépequeno 
2018, Pequena Grande Vida 
2018, Piripkura 
2018, Po 
2018, Podres De Ricos 
2018, Ponto Cego 
2018, Por Trás Dos Seus Olhos 
2018, Pra Ficar Na História 
2018, Praça Paris 
2018, Primavera Em Casablanca 
2018, Projeto Flórida 
2018, Promessa Ao Amanhecer (2017) 
2018, Quando Duas Mulheres Pecam 
2018, Quase Memória 
2018, Querida Mamãe 
2018, Querido Embaixador 
2018, Rampage: Destruição Total 
2018, Rasga Coração 
2018, Refém Do Jogo 
2018, Rei 
2018, Réquiem Para Sra. J 
2018, Rio Do Medo 
2018, Rio Mumbai 
2018, Robin Hood: A Origem 
2018, Rogério Duarte O Tropikaoslista 
2018, Safári 
2018, Sailing Band 
2018, Salto No Vazio 
2018, Sansão 
2018, Santoro- O Homem E Sua Música 
2018, Saudade 
2018, Selfie From Hell 
2018, Sem Amor 
2018, Sem Data, Sem Assinatura 
2018, Sem Fôlego 
2018, Sequestro Relâmpago 
2018, Sertão Velho Cerrado 
2018, Severina 
2018, Sexy Por Acidente 
2018, Sherlock Gnomes E O Mistério Do Jardim 
2018, Sicario: Dia Do Soldado 
2018, Slam: Voz De Levante 
2018, Slender Man - Pesadelo Sem Rosto 
2018, Sobrenatural: A Última Chave 
2018, Sol Da Meia-Noite 
2018, Soldados Do Araguaia 
2018, Somente O Mar Sabe 
2018, Sonata De Outono 
2018, Stromboli 
2018, Submersão 
2018, Sueño Florianópolis 
2018, Super Orquestra Arcoverdense De Ritmos Americanos 
2018, Takara - A Noite Em Que Nadei 
2018, Talvez Uma História De Amor 
2018, Tamara 
2018, Te Peguei! 
2018, Tesnota 
2018, Teu Mundo Não Cabe Nos Meus Olhos 
2018, The Post - A Guerra Secreta 
2018, The Square - A Arte Da Discórdia 
2018, Tinta Bruta 
2018, Todas As Canções De Amor 
2018, Todas As Razões Para Esquecer 
2018, Todo Clichê Do Amor 
2018, Todo Dia 
2018, Todo O Dinheiro Do Mundo 
2018, Todos Os Paulos Do Mundo 
2018, Tomb Raider: A Origem 
2018, Torquato Neto - Todas As Horas Do Fim 
2018, Torre. Um Dia Brilhante.* 
2018, Traffik ? Liberdade Roubada 
2018, Trama Fantasma 
2018, Três Anúncios Para Um Crime 
2018, Troca De Rainhas 
2018, Tropykaos 
2018, Tudo Acaba Em Festa 
2018, Tudo É Irrelevante - Helio Jaguaribe 
2018, Tudo Por Um Pop Star 
2018, Tudo Que Quero 
2018, Tully 
2018, Tungstênio 
2018, Um Dia 
2018, Um Dia Para Viver 
2018, Um Homem Comum 
2018, Um Lugar Silencioso 
2018, Um Pequeno Favor 
2018, Um Segredo Em Paris 
2018, Uma Casa À Beira Mar 
2018, Uma Dobra No Tempo 
2018, Uma Escala Em Paris 
2018, Uma Espécie De Família 
2018, Uma Quase Dupla 
2018, Uma Questão Pessoal 
2018, Uma Temporada Na França 
2018, Unicórnio 
2018, Utøya 22 De Julho 
2018, Velhos Astros 
2018, Vende-Se Esta Moto 
2018, Venom 
2018, Verão Em Rildas 
2018, Verdade Ou Desafio 
2018, Vidas À Deriva 
2018, Vingadores: Guerra Infinita 
2018, Vingança 
2018, Vinte Anos 
2018, Virgens Acorrentadas 
2018, Visages, Villages 
2018, Viva - A Vida É Uma Festa 
2018, Você Nunca Esteve Realmente Aqui 
2018, Western 
2018, Wheely 
2018, Yonlu 
2018, Zama 
2018, 3 Faces 
2019, 45 Dias Sem Você 
2019, A Árvore  Dos Frutos Selvagens 
2019, A Batalha Das Correntes 
2019, A Caminho De Casa 
2019, A Casa De Veraneio 
2019, A Cidade Dos Piratas 
2019, A Cinco Passos De Você 
2019, A Costureira De Sonhos 
2019, A Espiã Vermelha 
2019, A Esposa 
2019, A Família Addams 
2019, A Família Submersa 
2019, A Favorita 
2019, A Fera Na Selva 
2019, A Grande Dama Do Cinema 
2019, A Grande Mentira 
2019, A História De Um Sonho 
2019, A Irmandade 
2019, A Juíza 
2019, A Lenda De Golem 
2019, A Luz No Fim Do Mundo 
2019, A Maldição Da Chorona 
2019, A Maldição Da Freira 
2019, A Maratona De Brittany 
2019, A Menina E O Leão 
2019, A Morte Te Dá Parabéns 2 
2019, A Mula 
2019, A Mulher Do Meu Marido 
2019, A Música Da Minha Vida 
2019, A Música Do Tempo - Do Sonho Do Império Ao Império Do Sonho 
2019, A Noite Amarela 
2019, A Nossa Espera 
2019, A Odisseia Dos Tontos 
2019, A Parte Do Mundo Que Me Pertence 
2019, A Pedra Da Serpente 
2019, A Pequena Travessa 
2019, A Quarta Parede 
2019, A Rebelião 
2019, A Resistência De Inga 
2019, A Sereia: Lago Dos Mortos 
2019, A Serpente 
2019, A Sombra Do Pai 
2019, A Tabacaria 
2019, A Turma Do Pererê.Doc 
2019, A Última Loucura De Claire Darling 
2019, A Vida De Diane 
2019, A Vida Invisível 
2019, Abaixo A Gravidade 
2019, Abigail E A Cidade Proibida 
2019, Abominável 
2019, Aconteceu Na Quarta-Feira (Doppelganger) 
2019, Ad Astra 
2019, Adam 
2019, Adeus À Noite 
2019, After 
2019, Ainda Temos A Imensidão Da Noite 
2019, Aladdin 
2019, Alaska 
2019, Albatroz 
2019, Alex Camera 10 
2019, Alita: Anjo De Combate 
2019, Alma Imoral 
2019, Amanda 
2019, Ama-San 
2019, Amazônia Groove 
2019, Amazônia, O Despertar Da Florestania 
2019, Ambiente Familiar 
2019, Amigos Para Sempre 
2019, Amor À Segunda Vista 
2019, Amor Até Às Cinzas 
2019, Amor Em Jogo 
2019, Angry Birds 2 - O Filme 
2019, Anna - O Perigo Tem Nome 
2019, Annabelle 3: De Volta Para Casa 
2019, Anos 90 
2019, Antártica Por Um Ano 
2019, Antônio Um Dois Três 
2019, As Filhas Do Fogo 
2019, As Golpistas 
2019, As Loucuras De Rose 
2019, As Panteras 
2019, As Rainhas Da Torcida 
2019, As Trapaceiras 
2019, Aspirantes 
2019, Assunto De Família 
2019, Aventura Em Miniatura 
2019, Ayka 
2019, Azougue Nazaré 
2019, B.O. 
2019, Bacurau 
2019, Bate Coração 
2019, Beatriz 
2019, Bio 
2019, Bixa Travesty 
2019, Boas Intenções 
2019, Border 
2019, Borrasca 
2019, Brightburn - Filho Das Trevas 
2019, Brincando Com Fogo 
2019, Brinquedo Assassino 
2019, Brooklyn Sem Pai Nem Mãe 
2019, Cadê Você, Bernadette? 
2019, Cafarnaum 
2019, Calmaria 
2019, Caminhos Magnéticos 
2019, Capitã Marvel 
2019, Carcereiros - O Filmes 
2019, Carta Para Além Dos Muros 
2019, Carta Registrada 
2019, Casal Improvável 
2019, Cats 
2019, Cemitério Maldito 
2019, Cezanne E Eu 
2019, Chorar De Rir 
2019, Chuva É Cantoria Na Aldeia Dos Mortos 
2019, Cinderela Pop 
2019, Cine Holliúdy 2 - A Chibata Sideral 
2019, Cine São Paulo 
2019, Climax 
2019, Como Treinar O Seu Dragão 3 
2019, Compra-Me Um Revólver 
2019, Cópias - De Volta À Vida 
2019, Coringa 
2019, Creed Ii 
2019, Crime Sem Saída 
2019, Crimes Obscuros 
2019, Cyrano - Mon Amour 
2019, Dafne 
2019, De Peito Aberto 
2019, De Pernas Pro Ar 3 
2019, Depois Do Casamento 
2019, Depois Do Fim 
2019, Desafio De Um Campeão 
2019, Deslembro 
2019, Deus É Mulher E Seu Nome É Petúnia 
2019, Diante Dos Meus Olhos 
2019, Diários De Classe 
2019, Dias Vazios 
2019, Divaldo – O Mensageiro Da Paz 
2019, Divino Amor 
2019, Diz A Ela Que Me Viu Chorar 
2019, Dogman 
2019, Dois Papas 
2019, Domingo 
2019, Dor E Glória 
2019, Dora E A Cidade Perdida 
2019, Doutor Sono 
2019, Downtown Abbey 
2019, Dragon Ball Super: Broly 
2019, Duas Coroas, A História De São Maximiliano Kolbe 
2019, Duas Rainhas 
2019, Dumbo 
2019, El Hombre Que Cuida 
2019, Ela Disse, Ele Disse 
2019, Elegia De Um Crime 
2019, Eleições 
2019, Em Trânsito 
2019, Encontros 
2019, Entardecer 
2019, Entre Facas E Segredos 
2019, Entre Tempos 
2019, Era Uma Vez Em Hollywood 
2019, Escape Room 
2019, Espero Tua (Re)Volta 
2019, Espírito Jovem 
2019, Estação Do Diabo 
2019, Estaremos Sempre Juntos 
2019, Estou Me Guardando Para Quando O Carnaval Chegar 
2019, Eu Acredito 
2019, Eu Não Sou Uma Bruxa 
2019, Eu Sinto Muito 
2019, Eu Sou Brasileiro 
2019, Eu Sou Mais Eu 
2019, Euforia 
2019, Feliz Aniversário 
2019, Fernando 
2019, Fevereiros 
2019, Filhas Do Sol 
2019, Filhos Do Pai Eterno 
2019, Finalmente Livres 
2019, Fogo Contra Fogo - A História De Solomon Mahlangu 
2019, Fora De Série 
2019, Ford Vs Ferrari 
2019, Foro Íntimo 
2019, Fourteen 
2019, Frans Krajcberg: Manifesto 
2019, Galaxias 
2019, Gloria Bell 
2019, Godzilla Ii – Rei Dos Monstros 
2019, Graças A Deus 
2019, Green Book - O Guia 
2019, Greta 
2019, Guerra Fria 
2019, Happy Hour 
2019, Hebe - A Estrela Do Brasil 
2019, Hellboy 
2019, Histórias Assustadoras: Para Contar No Escuro 
2019, Histórias Estranhas 
2019, Homem Livre 
2019, Homem-Aranha Longe De Casa 
2019, Homem-Aranha No Aranhaverso 
2019, Horácio 
2019, Hotel Mumbai 
2019, Humberto Mauro 
2019, Imagem E Palavra 
2019, Inezita 
2019, Inferninho 
2019, Inocencia Roubada 
2019, Intruso 
2019, Invasão Ao Serviço Secreto 
2019, It - Capítulo Dois 
2019, John Wick 3: Parabellum 
2019, Jorge, O Padroeiro Guerreiro 
2019, Jorginho Guinle - Só Se Vive Uma Vez 
2019, Jornada Da Vida 
2019, Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança 
2019, Juntos Para Sempre 
2019, Kardec 
2019, La Cama 
2019, Las Ineses 
2019, Legalidade 
2019, Lembro Mais Dos Corvos 
2019, Leste Oeste 
2019, Liberdade É Uma Grande Palavra 
2019, Link Perdido 
2019, Lizzie 
2019, Longa Jornada Noite Adentro 
2019, Longe Da Árvore 
2019, Los Silencios 
2019, Luna 
2019, Ma 
2019, Made In Italy 
2019, Mais Que Vencedores 
2019, Mal Nosso 
2019, Malévola: Dona Do Mal 
2019, Maligno 
2019, Mama Coronel 
2019, Máquinas Mortais 
2019, Marcia Haydée 
2019, Marés 
2019, Maria Do Caritó 
2019, Martin Eden 
2019, Maya 
2019, Meditation Park 
2019, Medo Profundo - O Segundo Ataque 
2019, Memórias Da Dor 
2019, Meu Amigo Enzo 
2019, Meu Amigo Fela 
2019, Meu Amor Por Grace 
2019, Meu Bebê 
2019, Meu Mundial 
2019, Meu Nome É Daniel 
2019, Meu Querido Filho 
2019, Mib: Homens De Preto - Internacional 
2019, Midsommar 
2019, Midway - Batalha Em Alto Mar 
2019, Milagre 
2019, Minha Fama De Mau 
2019, Minha Irmã De Paris 
2019, Minha Lua De Mel Polonesa 
2019, Minha Mãe É Uma Peça 3 
2019, Minha Obra-Prima 
2019, Mormaço 
2019, Morto Não Fala 
2019, Muleque Té Doido! - Mais Doido Ainda 
2019, Mulheres Armadas, Homens Na Lata 
2019, Música Para Quando As Luzes Se Apagam 
2019, Mussum, Um Filme Do Cacildis 
2019, Nada A Perder 2 
2019, Não Mexa Com Ela 
2019, Não Olhe! 
2019, Neville D'Almeida - Cronista Da Beleza E Do Caos 
2019, No Coração Do Mundo 
2019, No Portal Da Eternidade 
2019, Noite Mágica 
2019, Nós 
2019, Novas Espécies - A Expedição Do Século 
2019, O Amigo Do Rei 
2019, O Amor Dá Trabalho 
2019, O Anjo 
2019, O Bar Luva Dourada 
2019, O Caravaggio Roubado 
2019, O Chalé É Uma Ilha Batida De Vento E Chuva 
2019, O Clube Dos Canibais 
2019, O Corpo É Nosso! 
2019, O Enigma Da Rosa 
2019, O Exterminador Do Futuro: Destino Sombrio 
2019, O Filho Do Homem 
2019, O Fim Da Viagem, O Começo De Tudo 
2019, O Galã 
2019, O Gênio E O Louco 
2019, O Homem Que Matou Don Quixote 
2019, O Incerto Lugar Do Desejo 
2019, O Irlandês 
2019, O Juízo 
2019, O Manicômino 
2019, O Mau Exemplo De Cameron Post 
2019, O Médico Indiano 
2019, O Menino Que Fazia Rir 
2019, O Menino Que Queria Ser Rei 
2019, O Mistério De Henri Pick 
2019, O Mistério Do Gato Chinês 
2019, O Olho E A Faca 
2019, O Paraíso Deve Ser Aqui 
2019, O Parque Dos Sonhos 
2019, O Peso Do Passado 
2019, O Pintassilgo 
2019, O Rei De Roma 
2019, O Rei Leão 
2019, O Reino Gelado: A Terra Dos Espelhos 
2019, O Relatório 
2019, O Retorno De Ben 
2019, O Silêncio Dos Outros 
2019, O Sol Também É Uma Estrela 
2019, O Tradutor 
2019, O Último Amor De Casanova 
2019, O Último Lance 
2019, O Último Trago 
2019, O Verde Está Do Outro Lado 
2019, Obsessão 
2019, Onde Quer Que Você Esteja 
2019, Organismo 
2019, Os 3 Infernais 
2019, Os Brinquedos Mágicos 
2019, Os Dois Filhos De Joseph 
2019, Os Jovens Baumann 
2019, Os Papéis De Aspern 
2019, Os Parças 2 
2019, Os Principes 
2019, Padroeiros Oficiais Do Brasil 
2019, Palace Ii - 3 Quartos Com Vista Para O Mar 
2019, Papicha 
2019, Parasita 
2019, Pássaros De Verão 
2019, Pastor Cláudio 
2019, Patrulha Canina: Superfilhotes 
2019, Paulo De Tarso E A História Do Cristianismo Primitivo 
2019, Pavarotti 
2019, Peterloo 
2019, Pets: A Vida Secreta Dos Bichos 2 
2019, Playmobil - O Filme 
2019, Poderia Me Perdoar? 
2019, Pokémon Detetive Pikachu 
2019, Praça Pública 
2019, Predadores Assassinos 
2019, Projeto Gemini 
2019, Pyewacket – Entidade Maligna 
2019, Quando Margot Encontra Margot 
2019, Quem Você Pensa Que Sou 
2019, Querido Menino 
2019, Rafiki 
2019, Rainha De Copas 
2019, Rainhas Do Crime 
2019, Raiva 
2019, Rambo: Até O Fim 
2019, Recife Assombrado - Filme 
2019, Relatos Do Front 
2019, Retablo 
2019, Retrato Do Amor 
2019, Rindo À Toa 
2019, Rocketman 
2019, Rogéria - Senhor Astolfo Barrozo Pinto 
2019, Sai De Baixo, O Filme 
2019, Santiago, Itália 
2019, Santos De Todos Os Gols 
2019, Se A Rua Beale Falasse 
2019, Sefarad 
2019, Segredos Oficiais 
2019, Senhorita Paradis 
2019, Shade - Entre Bruxas E Heróis 
2019, Shazam! 
2019, Simonal 
2019, Sob O Olhar Do Padroeiro 
2019, Sobibor 
2019, Sobre Rodas 
2019, Socorro, Virei Uma Garota! 
2019, Sócrates 
2019, Sou Carnaval De São Salvador 
2019, Star Wars: A Ascensão Skywalker 
2019, Superação - O Milagre Da Fé 
2019, Suprema 
2019, Suspíria - A Dança Do Medo 
2019, Synonyms 
2019, Tá Rindo De Quê? 
2019, Teatros No Brasil  Claudio Santoro - Memórias Do Maestro E Do Teatro Em Vida 
2019, Teatros No Brasil  Teatros Amazonas - O Filho Ouro Da Floresta 
2019, Teatros No Brasil Castro Alves - O Teatro E O Homem 
2019, Teatros No Brasil Sudeste Municipal - Enredos Da Jóia Carioca 
2019, Teatros No Brasil Theatro São Pedro - Símbolo De Arte E Resistência 
2019, Ted Bundy - A Irresistível Face Do Mal 
2019, Temporada 
2019, The Queen'S Corgi 
2019, Tito E Os Pássaros 
2019, Todos Já Sabem 
2019, Tolkien 
2019, Tommaso 
2019, Torre Das Donzelas 
2019, Toy Story 4 
2019, Tsé 
2019, Tudo O Que Tivemos 
2019, Tunga, O Esquecimento Das Paixões 
2019, Turma Da Mônica - Laços 
2019, Uglydolls 
2019, Ultraje 
2019, Um Amante Francês 
2019, Um Amor Impossível 
2019, Um Amor Inesperado 
2019, Um Ato De Esperança 
2019, Um Banho De Vida 
2019, Um Dia De Chuva Em Nova York 
2019, Um Dia Para Susana 
2019, Um Elefante Sentado Quieto 
2019, Um Funeral Em Família 
2019, Um Homem Fiel 
2019, Uma 
2019, Uma Aventura Lego 2 
2019, Uma Noite Não É Nada 
2019, Uma Nova Chance 
2019, Uma Segunda Chance Para Amar 
2019, Uma Viagem Inesperada 
2019, Uruguai - Na Vanguarda 
2019, Vai Que Cola 2 - O Começo 
2019, Varda Por Agnès 
2019, Velozes & Furiosos: Hobbs & Shaw 
2019, Verão De 84 
2019, Vergel 
2019, Vermelho Sol 
2019, Vice 
2019, Vidas Duplas 
2019, Vidro 
2019, Vingadores: Ultimato 
2019, Vingança A Sangue-Frio 
2019, Vision 
2019, Voando Alto 
2019, Vox Lux 
2019, Wajib - Um Convite De Casamento 
2019, Wifi Ralph 
2019, X-Men: Fênix Negra 
2019, Yara 
2019, Yesterday 
2019, Yomeddine 
2019, Zumbilândia: Atire Duas Vezes 
2019, 10 Horas Para O Natal 
2020, 1917 
2020, 2 
2020, 40 Dias O Milagre Da Vida 
2020, A Chance De Fahim 
2020, A Divisão - O Filme 
2020, A Febre 
2020, A Hora Da Sua Morte 
2020, A Ilha Da Fantasia 
2020, A Jornada 
2020, A Maldição Do Espelho 
2020, A Melhor Juventude 
2020, A Melhor Juventude - Parte 2 
2020, A Possessão De Mary 
2020, A Verdade Da Mentira 
2020, A Verdadeira Historia De Ned Kelly 
2020, Açucar 
2020, Adoniran, Meu Nome É João Rubinato 
2020, Adoráveis Mulheres 
2020, Agentes Selvagens 
2020, Alice & Só (Ex Bamo Nessa) 
2020, Alice Guy-Blaché - A História Não Contada Da Primeira Cineasta Do Mundo 
2020, Alva 
2020, Ameaça Profunda 
2020, Amizade Maldita 
2020, Aos Olhos De Ernesto 
2020, Apocalypse Now: Final Cut ** 
2020, Aprendiz De Espiã 
2020, Armas Em Jogo 
2020, As Faces Do Demônio 
2020, As Invisíveis 
2020, Assassinos Por Natureza 
2020, Aves De Rapina (Arlequina E Sua Emancipação Fantabulosa) 
2020, Bad Boys Para Sempre 
2020, Batman 
2020, Beiço De Estrada 
2020, Belle Epoque 
2020, Bento 
2020, Bill & Ted: Encare A Música 
2020, Blitz, O Filme 
2020, Bloodshot 
2020, Boca De Ouro 
2020, Boni Bonita 
2020, Cabras Da Peste 
2020, Cabrito 
2020, Campo 
2020, Cantando Na Chuva 
2020, Capital Humano 
2020, Carlinhos E Carlão ** 
2020, Cicatrizes 
2020, Cidade Pássaro 
2020, Como Cães E Gatos 3: Peludos Unidos 
2020, Convenção Das Bruxas 
2020, De Quem É O Sutiã? 
2020, Dentro Da Minha Pele 
2020, Destruição Final: O Último Refúgio 
2020, Dilili Em Paris 
2020, Disforia 
2020, Doce Entardecer Na Toscana 
2020, Dois Irmãos: Uma Jornada Fantástica 
2020, Dolittle 
2020, Enquanto Estivermos Juntos 
2020, Entrevista Com O Vampiro 
2020, Era Uma Vez Um Sonho 
2020, Família De Axé 
2020, Faz Sol Lá Sim 
2020, Fico Te Devendo Uma Carta Sobre O Brasil 
2020, Fim De Festa 
2020, For Sama 
2020, Frankie 
2020, Freaky: No Corpo De Um Assassino 
2020, Frozen 2 
2020, Fuga De Pretória 
2020, Guerra De Algodão 
2020, Honeyland 
2020, Inaudito 
2020, Instinto 
2020, Invasão Zumbi 2: Península 
2020, Jexi, Um Celular Sem Filtro 
2020, Jojo Rabbit 
2020, Jovens Bruxas - Nova Irmandade 
2020, Jovens Polacas 
2020, Judy 
2020, Jumanji: Proxima Fase 
2020, Kursk - A Última Missão 
2020, Liberté 
2020, Lolita 
2020, Luta Por Justiça 
2020, M8 
2020, Macabro 
2020, Magnatas Do Crime 
2020, Mank 
2020, Maria E João - O Conto Das Bruxas 
2020, Meu Nome É Sara 
2020, Meu Querido Elfo 
2020, Mulher 
2020, Mulher Oceano 
2020, Mulher-Maravilha 1984 
2020, Música Para Morrer De Amor 
2020, New Life S.A. ** 
2020, Niède 
2020, No Gogó Do Paulinho ** 
2020, O 3º Andar ** 
2020, O Barco 
2020, O Caso Collini 
2020, O Caso Richard Jewell 
2020, O Céu Da Meia-Noite ** 
2020, O Chamado Da Floresta 
2020, O Despertar Das Formigas 
2020, O Escândalo 
2020, O Farol 
2020, O Filme Do Bruno Aleixo 
2020, O Grito 
2020, O Guarda-Costas 
2020, O Homem Invisível 
2020, O Jovem Ahmed 
2020, O Melhor Está Por Vir 
2020, O Melhor Verão Das Nossas Vidas 
2020, O Oficial E O Espião 
2020, O Pergaminho Vermelho 
2020, O Poderoso Chefão De Mario Puzo - Desfecho: A Morte De Michael Corleone 
2020, O Preço Da Verdade 
2020, O Roubo Do Século 
2020, O Segredo: Ouse Sonhar 
2020, O Tempo Com Você 
2020, Ontem Havia Coisas Estranhas No Céu 
2020, Os Espetaculares 
2020, Os Fantasmas Se Divertem 
2020, Os Goonies 
2020, Os Melhores Anos De Uma Vida ** 
2020, Os Miseráveis 
2020, Os Novos Mutantes 
2020, Os Olhos De Cabul 
2020, Os Órfãos 
2020, Os Sonâmbulos 
2020, Os Under-Undergrounds, O Começo 
2020, Pacarrete 
2020, Partida 
2020, Porno Para Principiantes 
2020, Quando Hitler Roubou O Coelho Cor-De-Rosa 
2020, Quem Me Ama, Me Segue 
2020, Querência 
2020, Retrato De Uma Jovem Em Chamas ** 
2020, Sapatinho Vermelho E Os Sete Anões 
2020, Scooby - O Filme 
2020, Se Arrependimento Matasse ** 
2020, Seberg Contra Todos 
2020, Sem Descanso 
