Ano de exibição;Título da Obra;Gênero
2017;A Cidade Onde Envelheço;Ficção
2017;A Comédia Divina;Ficção
2017;A Criada (2017);Ficção
2017;A Cura;Ficção
2017;A Espera;Ficção
2017;A Família Dionti;Ficção
2017;A Filha;Ficção
2017;A Filosofia Na Alcova;Ficção
2017;A Finada Mãe Da Madame;Ficção
2017;A Garota Desconhecida;Ficção
2017;A Garota Do Armário;Ficção
2017;A Garota Ocidental – Entre O Coração E A Tradição;Ficção
2017;A Glória E A Graça;Ficção
2017;A Grande Muralha;Ficção
2017;A Guerra Dos Sexos;Ficção
2017;A Jovem Rainha;Ficção
2017;A Lei Da Noite;Ficção
2017;A Menina Índigo;Ficção
2017;A Morte De Luís Xiv;Ficção
2017;A Morte Te Dá Parabéns;Ficção
2017;A Mulher Que Se Foi;Ficção
2017;A Múmia;Ficção
2017;A Noiva;Ficção
2017;A Origem Do Dragão;Ficção
2017;A Promessa;Ficção
2017;A Qualquer Custo;Ficção
2017;A Terra Vermelha;Ficção
2017;A Torre Negra;Ficção
2017;A Trama;Ficção
2017;A Viagem De Fanny;Ficção
2017;A Vida Após A Vida;Ficção
2017;A Vida De Uma Mulher;Ficção
2017;A Vigilante Do Amanhã - Ghost In The Shell;Ficção
2017;A Vilã;Ficção
2017;Afterimage;Ficção
2017;Além Da Ilusão;Ficção
2017;Além Da Morte;Ficção
2017;Além Das Palavras;Ficção
2017;Algo De Novo;Ficção
2017;Aliados;Ficção
2017;Alien: Covenant;Ficção
2017;Altas Expectativas;Ficção
2017;Amityville: O Despertar;Ficção
2017;Amor, Paris, Cinema;Ficção
2017;Amor.Com;Ficção
2017;Ande Comigo;Ficção
2017;Animal Político;Ficção
2017;Annabelle 2: A Criação Do Mal;Ficção
2017;Antes O Tempo Não Acabava;Ficção
2017;Antes Que Eu Vá;Ficção
2017;Ao Cair Da Noite;Ficção
2017;Apenas Um Garoto Em Nova York;Ficção
2017;Apesar Da Noite;Ficção
2017;Armas Na Mesa;Ficção
2017;As Duas Irenes;Ficção
2017;As Falsas Confidências;Ficção
2017;Asco;Ficção
2017;Assassinato No Expresso Do Oriente;Ficção
2017;Assassin'S Creed;Ficção
2017;Assim É A Vida;Ficção
2017;Assim Que Abro Meus Olhos;Ficção
2017;Até Nunca Mais;Ficção
2017;Até O Último Homem;Ficção
2017;Atômica;Ficção
2017;Barreiras;Ficção
2017;Baywatch - S.O.S. Malibu;Ficção
2017;Beduíno;Ficção
2017;Beleza Oculta;Ficção
2017;Bingo - O Rei Das Manhãs;Ficção
2017;Blade Runner 2049;Ficção
2017;Bom Comportamento;Ficção
2017;Boneco De Neve;Ficção
2017;Borg Vs Mcenroe;Ficção
2017;Bwakaw;Ficção
2017;Bye Bye Alemanha;Ficção
2017;Bye Bye Jaqueline;Ficção
2017;Cada Vez Mais Longe;Ficção
2017;Cães Selvagens;Ficção
2017;Cartas Da Guerra;Ficção
2017;Chocante;Ficção
2017;Churchill;Ficção
2017;Cinquenta Tons Mais Escuros;Ficção
2017;Clarisse Ou Alguma Coisa Sobre Nós Dois;Ficção
2017;Clash;Ficção
2017;Colo;Ficção
2017;Colossal;Ficção
2017;Columbus;Ficção
2017;Com Os Punhos Cerrados;Ficção
2017;Comeback;Ficção
2017;Como Nossos Pais;Ficção
2017;Como Se Tornar O Pior Aluno Da Escola;Ficção
2017;Como Se Tornar Um Conquistador;Ficção
2017;Corpo E Alma;Ficção
2017;Corpo Elétrico;Ficção
2017;Corra!;Ficção
2017;Cromossomo 21;Ficção
2017;D.P.A. - Detetives Do Prédio Azul;Ficção
2017;De Canção Em Canção;Ficção
2017;De Volta Para Casa (2017);Ficção
2017;Dégradé;Ficção
2017;Depois Daquela Montanha;Ficção
2017;Deserto;Ficção
2017;Desierto;Ficção
2017;Despedida Em Grande Estilo;Ficção
2017;Detroit Em Rebelião;Ficção
2017;Diário De Um Banana: Caindo Na Estrada;Ficção
2017;Divórcio;Ficção
2017;Doentes De Amor;Ficção
2017;Doidas E Santas;Ficção
2017;Dolores - Uma Mulher, Dois Amores;Ficção
2017;Dominação;Ficção
2017;Dona Flor E Seus Dois Maridos;Ficção
2017;Duas De Mim;Ficção
2017;Dunkirk;Ficção
2017;Dupla Explosiva;Ficção
2017;Éden;Ficção
2017;El Amparo;Ficção
2017;El Mate;Ficção
2017;Eles Só Usam Black Tie;Ficção
2017;Elon Não Acredita Na Morte;Ficção
2017;Em Busca De Fellini;Ficção
2017;Em Busca De Vingança;Ficção
2017;Em Defesa De Cristo;Ficção
2017;Em Ritmo De Fuga;Ficção
2017;Encantados;Ficção
2017;Entre Irmãs;Ficção
2017;Entrelinhas;Ficção
2017;Era O Hotel Cambridge;Ficção
2017;Esta É Sua Morte - O Show;Ficção
2017;Estamos Vivos;Ficção
2017;Esteros;Ficção
2017;Estrelas Além Do Tempo;Ficção
2017;Eu Fico Loko;Ficção
2017;Eu Te Levo;Ficção
2017;Eu, Daniel Blake;Ficção
2017;Eu, Olga Hepnarová;Ficção
2017;Eva Não Dorme;Ficção
2017;Extraordinário;Ficção
2017;Faces De Uma Mulher;Ficção
2017;Fala Comigo;Ficção
2017;Fala Sério, Mãe!;Ficção
2017;Fátima;Ficção
2017;Feito Na América;Ficção
2017;Filhos De Bach;Ficção
2017;Fome De Poder;Ficção
2017;Fragmentado;Ficção
2017;Frantz;Ficção
2017;Gabriel E A Montanha;Ficção
2017;Glory;Ficção
2017;Gosto Se Discute;Ficção
2017;Gostosas, Lindas E Sexies;Ficção
2017;Guardiões Da Galáxia Vol. 2;Ficção
2017;Guerra Do Paraguay;Ficção
2017;Heartstone;Ficção
2017;Histórias De Amor Que Não Pertencem A Este Mundo;Ficção
2017;Homem-Aranha: De Volta Ao Lar;Ficção
2017;Imprevistos De Uma Noite Em Paris;Ficção
2017;Inseparáveis;Ficção
2017;Insubstituível;Ficção
2017;Internet - O Filme;Ficção
2017;Introdução À Música Do Sangue;Ficção
2017;Inumanos;Ficção
2017;Invisível;Ficção
2017;It: A Coisa;Ficção
2017;Jackie (2017);Ficção
2017;Jesus - A Esperança;Ficção
2017;João, O Maestro;Ficção
2017;Joaquim;Ficção
2017;Jogos Mortais: Jigsaw;Ficção
2017;John Wick – Um Novo Dia Para Matar;Ficção
2017;Jovem Mulher;Ficção
2017;Julho Agosto;Ficção
2017;Kiki: Os Segredos Do Desejo;Ficção
2017;Kingsman: O Círculo Dourado;Ficção
2017;Kong - A Ilha Da Caveira;Ficção
2017;La La Land – Cantando Estações;Ficção
2017;La Vingança;Ficção
2017;Lady Macbeth;Ficção
2017;Lamparina Da Aurora;Ficção
2017;Liga Da Justiça;Ficção
2017;Lion - Uma Jornada Para Casa;Ficção
2017;Logan;Ficção
2017;Logan Lucky - Roubo Em Família;Ficção
2017;Lola Pater;Ficção
2017;Love Film Festival;Ficção
2017;Lucky;Ficção
2017;Mãe!;Ficção
2017;Malasartes E O Duelo Com A Morte;Ficção
2017;Manchester À Beira-Mar;Ficção
2017;Manifesto;Ficção
2017;Mar Inquieto;Ficção
2017;Marguerite & Julien - Um Amor Proibido;Ficção
2017;Mark Felt - O Homem Que Derrubou A Casa Branca;Ficção
2017;Más Notícias Para O Sr. Mars;Ficção
2017;Max Steel;Ficção
2017;Melhores Amigos;Ficção
2017;Meus 15 Anos;Ficção
2017;Mimosas;Ficção
2017;Mistério Na Costa Chanel;Ficção
2017;Monsieur & Madame Adelman;Ficção
2017;Monster Trucks;Ficção
2017;Moonlight - Sob A Luz Do Luar;Ficção
2017;Muito Romântico;Ficção
2017;Mulher Do Pai;Ficção
2017;Mulheres Divinas;Ficção
2017;Mulheres Do Século 20;Ficção
2017;Mulher-Maravilha;Ficção
2017;Na Mira Do Atirador;Ficção
2017;Na Praia À Noite Sozinha;Ficção
2017;Na Vertical;Ficção
2017;Não Devore Meu Coração;Ficção
2017;Negação;Ficção
2017;Neve Negra;Ficção
2017;Ninguém Entra, Ninguém Sai;Ficção
2017;Ninguém Está Olhando;Ficção
2017;Nojoom, 10 Anos, Divorciada;Ficção
2017;Norman - Confie Em Mim;Ficção
2017;O Acampamento;Ficção
2017;O Advogado;Ficção
2017;O Apartamento;Ficção
2017;O Assassino – O Primeiro Alvo;Ficção
2017;O Castelo De Vidro;Ficção
2017;O Chamado 3;Ficção
2017;O Cidadão Ilustre;Ficção
2017;O Círculo;Ficção
2017;O Crime Da Gávea;Ficção
2017;O Dia Do Atentado;Ficção
2017;O Dia Mais Feliz Da Vida De Olli Mäki;Ficção
2017;O Espaço Entre Nós;Ficção
2017;O Estado Das Coisas;Ficção
2017;O Estranho Que Nós Amamos;Ficção
2017;O Fantasma Da Sicília;Ficção
2017;O Filho De Joseph;Ficção
2017;O Filme Da Minha Vida;Ficção
2017;O Formidável;Ficção
2017;O Futuro Perfeito;Ficção
2017;O Ídolo;Ficção
2017;O Jantar;Ficção
2017;O Jovem Karl Marx;Ficção
2017;O Melhor Professor Da Minha Vida;Ficção
2017;O Mundo Fora Do Lugar;Ficção
2017;O Novato;Ficção
2017;O Ornitólogo;Ficção
2017;O Outro Lado Da Esperança;Ficção
2017;O Poder E O Impossível;Ficção
2017;O Rastro;Ficção
2017;O Reencontro;Ficção
2017;O Rei Do Show;Ficção
2017;O Reino Da Beleza;Ficção
2017;O Sequestro;Ficção
2017;O Sonho De Greta;Ficção
2017;Os Belos Dias De Aranjuez;Ficção
2017;Os Cowboys;Ficção
2017;Os Golfinhos Vão Para O Leste;Ficção
2017;Os Guardiões;Ficção
2017;Os Meninos Que Enganavam Nazistas;Ficção
2017;Os Parças;Ficção
2017;Os Penetras 2 - Quem Dá Mais?;Ficção
2017;Os Pobres Diabos;Ficção
2017;Os Saltimbancos Trapalhões - Rumo A Hollywood;Ficção
2017;Pai Em Dose Dupla 2;Ficção
2017;Paixão Obsessiva;Ficção
2017;Papa Francisco, Conquistando Corações;Ficção
2017;Paraíso (2017);Ficção
2017;Paris Pode Esperar;Ficção
2017;Paro Quando Quero;Ficção
2017;Passageiros (2017);Ficção
2017;Paterson;Ficção
2017;Patti Cake$;Ficção
2017;Pelé: O Nascimento De Uma Lenda;Ficção
2017;Pendular;Ficção
2017;Perdidos Em Paris;Ficção
2017;Perfeita É A Mãe 2;Ficção
2017;Personal Shopper;Ficção
2017;Piratas Do Caribe – A Vingança De Salazar;Ficção
2017;Planeta Dos Macacos: A Guerra;Ficção
2017;Poesia Sem Fim;Ficção
2017;Polícia Federal - A Lei É Para Todos;Ficção
2017;Por Trás Do Céu;Ficção
2017;Power Rangers;Ficção
2017;Professor Marston E As Mulheres-Maravilhas;Ficção
2017;Punhos De Sangue;Ficção
2017;Quando O Galo Cantar Pela Terceira Vez Renegarás Tua Mãe;Ficção
2017;Quatro Vidas De Um Cachorro;Ficção
2017;Real - O Plano Por Trás Da História;Ficção
2017;Redemoinho;Ficção
2017;Rei Arthur: A Lenda Da Espada;Ficção
2017;Resident Evil 6 - O Capítulo Final;Ficção
2017;Rifle;Ficção
2017;Rock'N Roll - Por Trás Da Fama;Ficção
2017;Roda Gigante;Ficção
2017;Rodin;Ficção
2017;Rúcula Com Tomate Seco;Ficção
2017;Saint Amour - Na Rota Do Vinho;Ficção
2017;Sete Minutos Depois Da Meia-Noite;Ficção
2017;Shivá – Uma Semana E Um Dia;Ficção
2017;Silêncio;Ficção
2017;Sobre Viagens E Amores;Ficção
2017;Sono Mortal;Ficção
2017;Soundtrack;Ficção
2017;Souvenir;Ficção
2017;Star Wars: Os Últimos Jedi;Ficção
2017;Stefan Zweig - Adeus, Europa;Ficção
2017;Suburbicon: Bem-Vindos Ao Paraíso;Ficção
2017;T2: Trainspotting;Ficção
2017;Tal Mãe, Tal Filha;Ficção
2017;Tempestade: Planeta Em Fúria;Ficção
2017;Terra Selvagem;Ficção
2017;Thelma;Ficção
2017;Thor: Ragnarok;Ficção
2017;Tigre Branco;Ficção
2017;Tinha Que Ser Ele?;Ficção
2017;Toc - Transtornada, Obsessiva, Compulsiva;Ficção
2017;Todas As Cores Da Noite;Ficção
2017;Toni Erdmann;Ficção
2017;Tour De France;Ficção
2017;Transformers: O Último Cavaleiro;Ficção
2017;Travessia;Ficção
2017;Tudo E Todas As Coisas;Ficção
2017;Últimos Dias Em Havana;Ficção
2017;Um Homem Chamado Ove;Ficção
2017;Um Homem De Família;Ficção
2017;Um Instante De Amor;Ficção
2017;Um Limite Entre Nós;Ficção
2017;Um Perfil Para Dois;Ficção
2017;Um Tio Quase Perfeito;Ficção
2017;Uma Dama De Óculos Escuros Com Uma Arma No Carro;Ficção
2017;Uma Família De Dois;Ficção
2017;Uma Mulher Fantástica;Ficção
2017;Uma Razão Para Recomeçar;Ficção
2017;Uma Razão Para Viver;Ficção
2017;Una;Ficção
2017;Vale Da Luta;Ficção
2017;Valerian E A Cidade Dos Mil Planetas;Ficção
2017;Variações De Casanova;Ficção
2017;Vazante;Ficção
2017;Velozes E Furiosos 8;Ficção
2017;Verão 1993;Ficção
2017;Vermelho Russo;Ficção
2017;Versões De Um Crime;Ficção
2017;Victoria E Abdul - O Confidente Da Rainha;Ficção
2017;Vida;Ficção
2017;Xxx: Reativado;Ficção
2017;Yvone Kane;Ficção
2017;Z - A Cidade Perdida;Ficção
2018;10 Segundos Para Vencer;Ficção
2018;12 Heróis;Ficção
2018;120 Batimentos Por Minuto;Ficção
2018;15H17 - Trem Para Paris;Ficção
2018;1945;Ficção
2018;22 Milhas;Ficção
2018;50 São Os Novos 30;Ficção
2018;7 Dias Em Entebbe;Ficção
2018;A Amante;Ficção
2018;A Aparição;Ficção
2018;A Cabeça De Gumercindo Saraiva;Ficção
2018;A Casa Do Medo - Incidente Em Ghostland;Ficção
2018;A Casa Que Jack Construiu;Ficção
2018;A Cidade Do Futuro;Ficção
2018;A Excêntrica Família De Gaspard;Ficção
2018;A Fábrica De Nada;Ficção
2018;A Festa;Ficção
2018;A Forma Da Água;Ficção
2018;A Freira;Ficção
2018;A Garota Na Névoa;Ficção
2018;A Grande Jogada;Ficção
2018;A Justiceira;Ficção
2018;A Livraria;Ficção
2018;A Maldição Da Casa Winchester;Ficção
2018;A Melhor Escolha;Ficção
2018;A Misteriosa Morte De Pérola;Ficção
2018;A Moça Do Calendário;Ficção
2018;A Morte De Stalin;Ficção
2018;A Natureza Do Tempo;Ficção
2018;A Noite De 12 Anos;Ficção
2018;A Noite Devorou O Mundo;Ficção
2018;A Noite Do Jogo;Ficção
2018;A Noiva Do Deserto;Ficção
2018;A Número Um;Ficção
2018;A Odisseia;Ficção
2018;A Outra Mulher;Ficção
2018;A Pé Ele Não Vai Longe;Ficção
2018;A Prece;Ficção
2018;A Primeira Noite De Crime;Ficção
2018;A Repartição Do Tempo;Ficção
2018;A Rota Selvagem;Ficção
2018;À Sombra De Duas Mulheres;Ficção
2018;A Superfície Da Sombra;Ficção
2018;A Última Chance*;Ficção
2018;A Vida Em Família;Ficção
2018;A Vida Em Si;Ficção
2018;A Voz Do Silêncio;Ficção
2018;Acertando O Passo;Ficção
2018;Acossado;Ficção
2018;Acrimônia - Ela Quer Vingança;Ficção
2018;Além Do Homem;Ficção
2018;Alfa;Ficção
2018;Alguém Como Eu;Ficção
2018;Alguma Coisa Assim;Ficção
2018;Amante Por Um Dia;Ficção
2018;Amores De Chumbo;Ficção
2018;Ana E Vitória;Ficção
2018;Animais Fantásticos: Os Crimes De Grindelwald;Ficção
2018;Anna Karenina: A História De Vronsky;Ficção
2018;Antes Do Fim;Ficção
2018;Antes Que Eu Me Esqueça;Ficção
2018;Antes Que Tudo Desapareça;Ficção
2018;Aos Teus Olhos;Ficção
2018;Aquaman;Ficção
2018;Arábia;Ficção
2018;Arranha-Céu : Coragem Sem Limite;Ficção
2018;Artista Do Disastre;Ficção
2018;As Boas Maneiras;Ficção
2018;As Herdeiras;Ficção
2018;As Viúvas;Ficção
2018;Asako I & Ii;Ficção
2018;Baseado Em Fatos Reais;Ficção
2018;Benzinho;Ficção
2018;Berenice Procura;Ficção
2018;Blitz;Ficção
2018;Bohemian Rhapsody;Ficção
2018;Bumblebee;Ficção
2018;Buscando...;Ficção
2018;Cachorros;Ficção
2018;Cadáver;Ficção
2018;Café;Ficção
2018;Café Com Canela;Ficção
2018;Canastra Suja;Ficção
2018;Carnívoras;Ficção
2018;Chacrinha, O Velho Guerreiro;Ficção
2018;Chateau - Paris;Ficção
2018;Christopher Robin - Um Reencontro Inesquecível;Ficção
2018;Ciganos Da Ciambra;Ficção
2018;Cinquenta Tons De Liberdade;Ficção
2018;Círculo De Fogo: A Revolta;Ficção
2018;Colette;Ficção
2018;Colheita Amarga;Ficção
2018;Com Amor, Simon;Ficção
2018;Comboio De Sal E Açúcar;Ficção
2018;Como É  Cruel Viver Assim;Ficção
2018;Conquistar, Amar E Viver Intensamente;Ficção
2018;Coração De Cowboy;Ficção
2018;Correndo Atrás De Um Pai;Ficção
2018;Covil De Ladrões;Ficção
2018;Crimes Em Happytime;Ficção
2018;Crô Em Familia;Ficção
2018;Culpa;Ficção
2018;Custódia;Ficção
2018;Daphne;Ficção
2018;De Carona Para O Amor;Ficção
2018;De Encontro Com A Vida;Ficção
2018;De Repente Uma Família;Ficção
2018;De Volta;Ficção
2018;Deadpool 2;Ficção
2018;Deixe A Luz Do Sol Entrar;Ficção
2018;Desejo De Matar;Ficção
2018;Desobediência;Ficção
2018;Detetives Do Prédio Azul 2 - O Mistério Italiano;Ficção
2018;Deus Não Esta Morto: Uma Luz Na Escuridão;Ficção
2018;Diamantino;Ficção
2018;Diário Da Greve;Ficção
2018;Djon África;Ficção
2018;Do Jeito Que Elas Querem;Ficção
2018;Dovlatov;Ficção
2018;Egon Schiele - Morte E Donzela;Ficção
2018;Ella E John;Ficção
2018;Em 97 Era Assim;Ficção
2018;Em Chamas;Ficção
2018;Em Guerra Por Amor;Ficção
2018;Em Pedaços;Ficção
2018;Emma E As Cores Da Vida;Ficção
2018;Encolhi A Professora;Ficção
2018;Entre-Laços;Ficção
2018;Entrevista Com Deus;Ficção
2018;Era Uma Vez Um Deadpool;Ficção
2018;Escobar: A Traição;Ficção
2018;Esplendor;Ficção
2018;Estás Me Matando Susana;Ficção
2018;Estrelas De Cinema Nunca Morrem;Ficção
2018;Eu Só Posso Imaginar;Ficção
2018;Eu, Tonya;Ficção
2018;Exorcismos E Demônios;Ficção
2018;Ferrugem;Ficção
2018;Fica Mais Escuro Antes Do Amanhecer;Ficção
2018;Fúria Em Alto Mar;Ficção
2018;Gaby Estrella;Ficção
2018;Gauguin - Viagem Ao Taiti;Ficção
2018;Goosebumps: Halloween Assombrado;Ficção
2018;Gringo - Vivo Ou Morto;Ficção
2018;Halloween;Ficção
2018;Han Solo: Uma Historia Star Wars;Ficção
2018;Hannah;Ficção
2018;Hereditário;Ficção
2018;Homem-Formiga E A Vespa;Ficção
2018;Hotel Artemis;Ficção
2018;Infiltrado Na Klan;Ficção
2018;Intimidade Entre Estranhos;Ficção
2018;Jogador Nº1;Ficção
2018;Johnny English 3.0;Ficção
2018;Juliet, Nua E Crua;Ficção
2018;Jumanji: Bem-Vindo À Selva;Ficção
2018;Jurassic World - Reino Ameaçado;Ficção
2018;Kin;Ficção
2018;Lady Bird - A Hora De Voar;Ficção
2018;Lámen Shop;Ficção
2018;Legalize Já - Amizade Nunca Morre;Ficção
2018;Leto;Ficção
2018;Limites;Ficção
2018;Lou;Ficção
2018;Lua De Júpiter;Ficção
2018;Madame;Ficção
2018;Mamma Mia! Lá Vamos Nós De Novo;Ficção
2018;Mare Nostrum;Ficção
2018;Maria Madalena;Ficção
2018;Marvin;Ficção
2018;Mata Negra;Ficção
2018;Maze Runner: A Cura Mortal;Ficção
2018;Me Chame Pelo Seu Nome;Ficção
2018;Medo Profundo;Ficção
2018;Medo Viral;Ficção
2018;Megatubarão;Ficção
2018;Mentes Sombrias;Ficção
2018;Meu Anjo;Ficção
2018;Meu Ex É Um Espião;Ficção
2018;Millennium - A Garota Na Teia De Aranha;Ficção
2018;Minha Amiga Do Parque;Ficção
2018;Minha Filha;Ficção
2018;Minha Vida Em Marte*;Ficção
2018;Missão: Impossível - Efeito Fallout;Ficção
2018;Motorrad;Ficção
2018;Mudbound - Lágrimas Sobre O Mississipi;Ficção
2018;Mulheres Alteradas;Ficção
2018;Museu;Ficção
2018;Nada A Perder;Ficção
2018;Não Se Aceitam Devoluções;Ficção
2018;Nasce Uma Estrela;Ficção
2018;Nico, 1988;Ficção
2018;No Olho Do Furacão;Ficção
2018;Nos Vemos No Paraíso;Ficção
2018;Nova Amsterdam;Ficção
2018;O Amante Duplo;Ficção
2018;O Animal Cordial;Ficção
2018;O Animal Sonhado;Ficção
2018;O Avental Rosa;Ficção
2018;O Banquete;Ficção
2018;O Beijo No Asfalto;Ficção
2018;O Caminho Dos Sonhos;Ficção
2018;O Candidato Honesto 2;Ficção
2018;O Chamado Do Mal;Ficção
2018;O Colar De Coralina;Ficção
2018;O Confeiteiro;Ficção
2018;O Destino De Uma Nação;Ficção
2018;O Dia Depois;Ficção
2018;O Doutrinador - O Filme*;Ficção
2018;O Estrangeiro;Ficção
2018;O Filho Uruguaio;Ficção
2018;O Futuro Adiante;Ficção
2018;O Grande Circo Mistico;Ficção
2018;O Homem Perfeito;Ficção
2018;O Homem Que Parou O Tempo;Ficção
2018;O Insulto;Ficção
2018;O Leopardo;Ficção
2018;O Mistério Do Relógio Na Parede;Ficção
2018;O Motorista De Táxi;Ficção
2018;O Nó Do Diabo;Ficção
2018;O Nome Da Morte;Ficção
2018;O Ódio Que Você Semeia;Ficção
2018;O Orgulho;Ficção
2018;O Paciente, O Caso Tancredo Neves;Ficção
2018;O Parque;Ficção
2018;O Parque Do Inferno;Ficção
2018;O Passageiro;Ficção
2018;O Poder De Diane;Ficção
2018;O Predador;Ficção
2018;O Primeiro Homem;Ficção
2018;O Protetor 2;Ficção
2018;O Que De Verdade Importa;Ficção
2018;O Que Te Faz Mais Forte;Ficção
2018;O Quebra-Cabeça;Ficção
2018;O Quebra-Nozes E Os Quatro Reinos;Ficção
2018;O Retorno De Mary Poppins;Ficção
2018;O Retorno Do Herói;Ficção
2018;O Sacrifício Do Cervo Sagrado;Ficção
2018;O Segredo De Davi;Ficção
2018;O Terceiro Assassinato;Ficção
2018;Oh Lucy!;Ficção
2018;Oito Mulheres E Um Segredo;Ficção
2018;Olhos Do Deserto;Ficção
2018;Operação Overlord;Ficção
2018;Operação Red Sparrow;Ficção
2018;Os Caubóis Do Apocalipse;Ficção
2018;Os Estranhos: Caçada Noturna;Ficção
2018;Os Exterminadores Do Além Contra A Loira Do Banheiro;Ficção
2018;Os Fantasmas De Ismael;Ficção
2018;Os Farofeiros;Ficção
2018;Os Incontestáveis;Ficção
2018;Os Iniciados;Ficção
2018;Os Invisíveis*;Ficção
2018;Outra História Do Mundo;Ficção
2018;Pantera Negra;Ficção
2018;Papillon;Ficção
2018;Para Ter Onde Ir*;Ficção
2018;Paraíso Perdido;Ficção
2018;Paris 8;Ficção
2018;Paulo - Apóstolo De Cristo;Ficção
2018;Pela Janela;Ficção
2018;Pequena Grande Vida;Ficção
2018;Po;Ficção
2018;Podres De Ricos;Ficção
2018;Ponto Cego;Ficção
2018;Por Trás Dos Seus Olhos;Ficção
2018;Praça Paris;Ficção
2018;Primavera Em Casablanca;Ficção
2018;Projeto Flórida;Ficção
2018;Promessa Ao Amanhecer (2017);Ficção
2018;Quando Duas Mulheres Pecam;Ficção
2018;Quase Memória;Ficção
2018;Querida Mamãe;Ficção
2018;Rampage: Destruição Total;Ficção
2018;Rasga Coração;Ficção
2018;Refém Do Jogo;Ficção
2018;Rei;Ficção
2018;Réquiem Para Sra. J;Ficção
2018;Rio Mumbai;Ficção
2018;Robin Hood: A Origem;Ficção
2018;Salto No Vazio;Ficção
2018;Sansão;Ficção
2018;Selfie From Hell;Ficção
2018;Sem Amor;Ficção
2018;Sem Data, Sem Assinatura;Ficção
2018;Sem Fôlego;Ficção
2018;Sequestro Relâmpago;Ficção
2018;Severina;Ficção
2018;Sexy Por Acidente;Ficção
2018;Sicario: Dia Do Soldado;Ficção
2018;Slender Man - Pesadelo Sem Rosto;Ficção
2018;Sobrenatural: A Última Chave;Ficção
2018;Sol Da Meia-Noite;Ficção
2018;Somente O Mar Sabe;Ficção
2018;Sonata De Outono;Ficção
2018;Stromboli;Ficção
2018;Submersão;Ficção
2018;Sueño Florianópolis;Ficção
2018;Takara - A Noite Em Que Nadei;Ficção
2018;Talvez Uma História De Amor;Ficção
2018;Tamara;Ficção
2018;Te Peguei!;Ficção
2018;Tesnota;Ficção
2018;Teu Mundo Não Cabe Nos Meus Olhos;Ficção
2018;The Post - A Guerra Secreta;Ficção
2018;The Square - A Arte Da Discórdia;Ficção
2018;Tinta Bruta;Ficção
2018;Todas As Canções De Amor;Ficção
2018;Todas As Razões Para Esquecer;Ficção
2018;Todo Clichê Do Amor;Ficção
2018;Todo Dia;Ficção
2018;Todo O Dinheiro Do Mundo;Ficção
2018;Tomb Raider: A Origem;Ficção
2018;Torre. Um Dia Brilhante.*;Ficção
2018;Traffik ? Liberdade Roubada;Ficção
2018;Trama Fantasma;Ficção
2018;Três Anúncios Para Um Crime;Ficção
2018;Troca De Rainhas;Ficção
2018;Tropykaos;Ficção
2018;Tudo Acaba Em Festa;Ficção
2018;Tudo Por Um Pop Star;Ficção
2018;Tudo Que Quero;Ficção
2018;Tully;Ficção
2018;Tungstênio;Ficção
2018;Um Dia;Ficção
2018;Um Dia Para Viver;Ficção
2018;Um Homem Comum;Ficção
2018;Um Lugar Silencioso;Ficção
2018;Um Pequeno Favor;Ficção
2018;Um Segredo Em Paris;Ficção
2018;Uma Casa À Beira Mar;Ficção
2018;Uma Dobra No Tempo;Ficção
2018;Uma Escala Em Paris;Ficção
2018;Uma Espécie De Família;Ficção
2018;Uma Quase Dupla;Ficção
2018;Uma Questão Pessoal;Ficção
2018;Uma Temporada Na França;Ficção
2018;Unicórnio;Ficção
2018;Utøya 22 De Julho;Ficção
2018;Velhos Astros;Ficção
2018;Vende-Se Esta Moto;Ficção
2018;Venom;Ficção
2018;Verão Em Rildas;Ficção
2018;Verdade Ou Desafio;Ficção
2018;Vidas À Deriva;Ficção
2018;Vingadores: Guerra Infinita;Ficção
2018;Vingança;Ficção
2018;Virgens Acorrentadas;Ficção
2018;Você Nunca Esteve Realmente Aqui;Ficção
2018;Western;Ficção
2018;Yonlu;Ficção
2018;Zama;Ficção
2019;3 Faces;Ficção
2019;45 Dias Sem Você;Ficção
2019;A Árvore  Dos Frutos Selvagens;Ficção
2019;A Batalha Das Correntes;Ficção
2019;A Caminho De Casa;Ficção
2019;A Casa De Veraneio;Ficção
2019;A Cinco Passos De Você;Ficção
2019;A Costureira De Sonhos;Ficção
2019;A Espiã Vermelha;Ficção
2019;A Esposa;Ficção
2019;A Família Submersa;Ficção
2019;A Favorita;Ficção
2019;A Fera Na Selva;Ficção
2019;A Grande Dama Do Cinema;Ficção
2019;A Grande Mentira;Ficção
2019;A Lenda De Golem;Ficção
2019;A Luz No Fim Do Mundo;Ficção
2019;A Maldição Da Chorona;Ficção
2019;A Maldição Da Freira;Ficção
2019;A Maratona De Brittany;Ficção
2019;A Menina E O Leão;Ficção
2019;A Morte Te Dá Parabéns 2;Ficção
2019;A Mula;Ficção
2019;A Mulher Do Meu Marido;Ficção
2019;A Música Da Minha Vida;Ficção
2019;A Noite Amarela;Ficção
2019;A Nossa Espera;Ficção
2019;A Odisseia Dos Tontos;Ficção
2019;A Pedra Da Serpente;Ficção
2019;A Pequena Travessa;Ficção
2019;A Quarta Parede;Ficção
2019;A Rebelião;Ficção
2019;A Resistência De Inga;Ficção
2019;A Sereia: Lago Dos Mortos;Ficção
2019;A Serpente;Ficção
