Ano de exibição;Título da Obra;Gênero
2015;Surfar É Coisa De Rico;Documentário
2015;Terra Cabocla;Documentário
2015;Terra De Maria;Documentário
2015;Território Do Brincar;Documentário
2015;Tomie Ohtake;Documentário
2015;Tudo Por Amor Ao Cinema;Documentário
2015;Últimas Conversas;Documentário
2015;Um Sonho Intenso;Documentário
2015;Vai Vai: 80 Anos Nas Ruas;Documentário
2015;Woody Allen: Um Documentário;Documentário
2015;Zirig Dum Brasília;Documentário
2016;1976 - O Ano Da Invasão Corinthiana;Documentário
2016;82 Minutos;Documentário
2016;A Loucura Entre Nós;Documentário
2016;A Pintura De Gerhard Richter;Documentário
2016;Abaixando A Máquina 2 – No Limite Da Linha;Documentário
2016;Arminda Lopes — A Estética Além Da Dor;Documentário
2016;Brasil Rico - Uma Discussão Sobre Prosperidade;Documentário
2016;Brasil: Dna África;Documentário
2016;Cícero Dias, O Compadre De Picasso;Documentário
2016;Cinema Novo;Documentário
2016;Coração De Cachorro;Documentário
2016;Coragem;Documentário
2016;Curumim;Documentário
2016;De Palma;Documentário
2016;Do Pó Da Terra;Documentário
2016;Epidemia De Cores;Documentário
2016;Espaço Além - Marina Abramovic E O Brasil;Documentário
2016;Eu Sou Carlos Imperial;Documentário
2016;Fogo No Mar;Documentário
2016;Francofonia - Louvre Sob Ocupação;Documentário
2016;Futuro Junho;Documentário
2016;Geraldinos;Documentário
2016;Glauco Do Brasil;Documentário
2016;Henry Kayath: O Homem E Seu Tempo;Documentário
2016;Hestórias Da Psicanálise - Leitores De Freud;Documentário
2016;Humano - Uma Viagem Pela Vida;Documentário
2016;Jaime Lerner - Uma História De Sonhos;Documentário
2016;Janis - Little Girl Blue;Documentário
2016;Marginal;Documentário
2016;Marias;Documentário
2016;Menino 23 - Infâncias Perdidas No Brasil;Documentário
2016;Meu Nome É Jacque;Documentário
2016;Michael Buble - Parada Do Tour 148;Documentário
2016;Miller & Fried - As Origens Do País Do Futebol;Documentário
2016;No Vermelho;Documentário
2016;Nos Passos Do Mestre;Documentário
2016;Nós, Eles E Eu;Documentário
2016;O Botão De Pérola;Documentário
2016;O Começo Da Vida;Documentário
2016;O Futebol;Documentário
2016;O Gigantesco Imã;Documentário
2016;O Mestre E O Divino;Documentário
2016;O Touro;Documentário
2016;O Último Tango;Documentário
2016;Os Outros;Documentário
2016;Palmeiras, O Campeão Do Século;Documentário
2016;Paratodos;Documentário
2016;Precisamos Falar Do Assédio;Documentário
2016;Quanto Tempo O Tempo Tem;Documentário
2016;Quem Você Quer Ser Nessa História;Documentário
2016;São Paulo Em Hi-Fi;Documentário
2016;São Sebastião Do Rio De Janeiro - A Formação De Uma Cidade;Documentário
2016;Teresinha;Documentário
2016;Visita Ou Memórias E Confissões;Documentário
2016;Volta À Terra;Documentário
2016;Xingu Cariri Caruaru Carioca;Documentário
2016;Yorimatã;Documentário
2016;Zé De Julião, Muito Além Do Cangaço;Documentário
2017;10 Centavos Para O Número Da Besta;Documentário
2017;A Gente;Documentário
2017;A Luta De Steve;Documentário
2017;A Ópera De Paris;Documentário
2017;Aqualoucos;Documentário
2017;Argentina;Documentário
2017;Axé - Canto Do Povo De Um Lugar;Documentário
2017;Belo Monte: Um Mundo Onde Tudo É Possível;Documentário
2017;Câmara De Espelhos;Documentário
2017;Capoeira, Um Passo A Dois;Documentário
2017;Central - O Filme;Documentário
2017;Cidades Fantasmas;Documentário
2017;Cinemagia - A História Das Videolocadoras De São Paulo;Documentário
2017;Cora Coralina - Todas As Vidas;Documentário
2017;Coragem! As Muitas Vidas Do Cardeal Dom Paulo Evaristo Arns;Documentário
2017;Corpo Delito;Documentário
2017;Crônica Da Demolição;Documentário
2017;Danado De Bom;Documentário
2017;David Lynch: A Vida De Um Artista;Documentário
2017;Deixa Na Régua;Documentário
2017;Divinas Divas;Documentário
2017;Do Outro Lado Do Atlântico;Documentário
2017;Estopô Balaio;Documentário
2017;Eu Não Sou Seu Negro;Documentário
2017;Exodus - De Onde Vim Não Existe Mais;Documentário
2017;Fonte Da Juventude;Documentário
2017;Foucault Contra Si Mesmo;Documentário
2017;Gabeira;Documentário
2017;Gaga - O Amor Pela Dança;Documentário
2017;Galeria F;Documentário
2017;Gatos;Documentário
2017;Human Flow - Não Existe Lar Se Não Há Para Onde Ir;Documentário
2017;Intolerância.Doc;Documentário
2017;Jonas E O Circo Sem Lona;Documentário
2017;Lumière! A Aventura Começa;Documentário
2017;Lygia, Uma Escritora Brasileira;Documentário
2017;Macaco Tião - O Candidato Do Povo;Documentário
2017;Mais Do Que Eu Possa Me Reconhecer;Documentário
2017;Maria - Não Esqueça Que Eu Venho Dos Trópicos;Documentário
2017;Martírio;Documentário
2017;Memória Em Verde E Rosa;Documentário
2017;Meu Corpo É Político;Documentário
2017;No Intenso Agora;Documentário
2017;Nunca Me Sonharam;Documentário
2017;O Deserto Do Deserto;Documentário
2017;O Grande Dia;Documentário
2017;O Homem Que Matou John Wayne;Documentário
2017;O Jardim Das Aflições;Documentário
2017;O Piano Que Conversa;Documentário
2017;O Profeta Das Águas;Documentário
2017;Olhando Para As Estrelas;Documentário
2017;Olhar Instigado;Documentário
2017;On Yoga - Arquitetura Da Paz;Documentário
2017;Os Transgressores;Documentário
2017;Para Além Da Curva Da Estrada;Documentário
2017;Pedro Osmar, Prá Liberdade Que Se Conquista;Documentário
2017;Pitanga;Documentário
2017;Por Um Punhado De Dólares - Os Novos Emigrados;Documentário
2017;Quem É Primavera Das Neves;Documentário
2017;Reset;Documentário
2017;Rosemberg - Cinema, Colagem E Afetos;Documentário
2017;Santo Amaro Era Skatista;Documentário
2017;Sepultura Endurance;Documentário
2017;Silêncio No Estúdio;Documentário
2017;Sinais De Cinza, A Peleja De Olney Contra O Dragão Da Maldade;Documentário
2017;Taego Ãwa;Documentário
2017;The Beatles - Eight Days A Week - The Touring Years;Documentário
2017;Todas As Manhãs Do Mundo;Documentário
2017;Todas As Meninas Reunidas Vamos Lá;Documentário
2017;Todos;Documentário
2017;Tudo É Projeto;Documentário
2017;Um Casamento;Documentário
2017;Um Filme De Cinema;Documentário
2017;Uma Verdade Mais Inconveniente;Documentário
2017;Viva O Cinema !;Documentário
2017;Waiting For B.;Documentário
2018;A Destruição De Bernardet;Documentário
2018;A Imagem Da Tolerância;Documentário
2018;A Luta Do Século;Documentário
2018;A Última Abolição;Documentário
2018;A Vida Extra-Ordinária De Tarso De Castro;Documentário
2018;Abrindo O Armário;Documentário
2018;Amanhã Chegou;Documentário
2018;Aprender A Ler Pra Ensinar Meus Camaradas;Documentário
2018;Árvores Vermelhas;Documentário
2018;Auto De Resistência;Documentário
2018;Baronesa;Documentário
2018;Bergman - 100 Anos;Documentário
2018;Bonifácio, O Fundador Do Brasil;Documentário
2018;Bravas Donnas ? Memória Italiana;Documentário
2018;Caminho Do Mar;Documentário
2018;Camocim;Documentário
2018;Cartas Para Um Ladrão De Livros;Documentário
2018;Carvana;Documentário
2018;Chá Com As Damas;Documentário
2018;Chega De Fiu Fiu *;Documentário
2018;Como Fotografei Os Yanomami;Documentário
2018;Como Você Me Vê?;Documentário
2018;Construindo Pontes;Documentário
2018;Corpo Em Terapia;Documentário
2018;Dedo Na Ferida;Documentário
2018;Em Nome Da América;Documentário
2018;Em Um Mundo Interior;Documentário
2018;Escolas Em Luta;Documentário
2018;Estrada De Sonhos;Documentário
2018;Estradeiros;Documentário
2018;Excelentíssimos;Documentário
2018;Ex-Pajé;Documentário
2018;Fátima, O Último Mistério;Documentário
2018;Filme Paisagem - Um Olhar Sobre Roberto Burle Marx;Documentário
2018;Garimpeiros Do Voto;Documentário
2018;Górgona;Documentário
2018;Grandes Médicos;Documentário
2018;Guarnieri;Documentário
2018;Hare Krishna ? O Mantra;Documentário
2018;Henfil;Documentário
2018;Híbridos, Os Espíritos Do Brasil;Documentário
2018;Hilda Hilst Pede Contato;Documentário
2018;Histórias Que Nosso Cinema (Não) Contava;Documentário
2018;Imagens Do Estado Novo 1937-45;Documentário
2018;Isto (Não) É Um Assalto*;Documentário
2018;Literalmente Especiais;Documentário
2018;Los Territorios;Documentário
2018;Marcha Cega;Documentário
2018;Marcos Medeiros - Codinome Vampiro;Documentário
2018;Maria Callas - Em Suas Próprias Palavras;Documentário
2018;Memória Italiana - Histórias Em Família;Documentário
2018;Memórias De Uma Escola;Documentário
2018;Meu Tio E O Joelho De Porco;Documentário
2018;Meu Tricolor De Aço;Documentário
2018;Minas Do Futebol;Documentário
2018;Missão 115;Documentário
2018;Moacir;Documentário
2018;My Name Is Now, Elza Soares;Documentário
2018;O Caso Do Homem Errado;Documentário
2018;O Cravo E A Rosa - O Documentário;Documentário
2018;O Desmonte Do Monte;Documentário
2018;O Fantástico Patinho Feio;Documentário
2018;O Jabuti E A Anta;Documentário
2018;O Muro;Documentário
2018;O Pacto De Adriana;Documentário
2018;O Processo;Documentário
2018;O Renascimento Do Parto 2;Documentário
2018;O Renascimento Do Parto 3;Documentário
2018;O Silêncio Da Noite É Que Tem Sido Testemunha Das Minhas Amarguras;Documentário
2018;O Silêncio É Uma Prece;Documentário
2018;Onde A Moeda Cai Em Pé - A História Do São Paulo Futebol Clube;Documentário
2018;Onde Está Você, João Gilberto?;Documentário
2018;Pagliacci;Documentário
2018;Para Sempre Chape;Documentário
2018;Parquelândia;Documentário
2018;Paulistas;Documentário
2018;Piripkura;Documentário
2018;Pra Ficar Na História;Documentário
2018;Querido Embaixador;Documentário
2018;Rio Do Medo;Documentário
2018;Rogério Duarte O Tropikaoslista;Documentário
2018;Safári;Documentário
2018;Sailing Band;Documentário
2018;Santoro- O Homem E Sua Música;Documentário
2018;Saudade;Documentário
2018;Sertão Velho Cerrado;Documentário
2018;Slam: Voz De Levante;Documentário
2018;Soldados Do Araguaia;Documentário
2018;Super Orquestra Arcoverdense De Ritmos Americanos;Documentário
2018;Todos Os Paulos Do Mundo;Documentário
2018;Torquato Neto - Todas As Horas Do Fim;Documentário
2018;Tudo É Irrelevante - Helio Jaguaribe;Documentário
2018;Vinte Anos;Documentário
2018;Visages, Villages;Documentário
2019;A História De Um Sonho;Documentário
2019;A Irmandade;Documentário
2019;A Juíza;Documentário
2019;A Música Do Tempo - Do Sonho Do Império Ao Império Do Sonho;Documentário
2019;A Parte Do Mundo Que Me Pertence;Documentário
2019;A Turma Do Pererê.Doc;Documentário
2019;Alex Camera 10;Documentário
2019;Alma Imoral;Documentário
2019;Ama-San;Documentário
2019;Amazônia Groove;Documentário
2019;Amazônia, O Despertar Da Florestania;Documentário
2019;Antártica Por Um Ano;Documentário
2019;Bixa Travesty;Documentário
2019;Carta Para Além Dos Muros;Documentário
2019;Cine São Paulo;Documentário
2019;De Peito Aberto;Documentário
2019;Depois Do Fim;Documentário
2019;Diante Dos Meus Olhos;Documentário
2019;Diários De Classe;Documentário
2019;Diz A Ela Que Me Viu Chorar;Documentário
2019;Duas Coroas, A História De São Maximiliano Kolbe;Documentário
2019;Elegia De Um Crime;Documentário
2019;Eleições;Documentário
2019;Espero Tua (Re)Volta;Documentário
2019;Estou Me Guardando Para Quando O Carnaval Chegar;Documentário
2019;Fernando;Documentário
2019;Fevereiros;Documentário
2019;Filhos Do Pai Eterno;Documentário
2019;Frans Krajcberg: Manifesto;Documentário
2019;Galaxias;Documentário
2019;Humberto Mauro;Documentário
2019;Inezita;Documentário
2019;Jorge, O Padroeiro Guerreiro;Documentário
2019;Jorginho Guinle - Só Se Vive Uma Vez;Documentário
2019;Lembro Mais Dos Corvos;Documentário
2019;Liberdade É Uma Grande Palavra;Documentário
2019;Longe Da Árvore;Documentário
2019;Mama Coronel;Documentário
2019;Marcia Haydée;Documentário
2019;Meu Amigo Fela;Documentário
2019;Meu Nome É Daniel;Documentário
2019;Milagre;Documentário
2019;Música Para Quando As Luzes Se Apagam;Documentário
2019;Mussum, Um Filme Do Cacildis;Documentário
2019;Neville D'Almeida - Cronista Da Beleza E Do Caos;Documentário
2019;Novas Espécies - A Expedição Do Século;Documentário
2019;O Amigo Do Rei;Documentário
2019;O Chalé É Uma Ilha Batida De Vento E Chuva;Documentário
2019;O Corpo É Nosso!;Documentário
2019;O Incerto Lugar Do Desejo;Documentário
2019;O Médico Indiano;Documentário
2019;O Silêncio Dos Outros;Documentário
2019;O Verde Está Do Outro Lado;Documentário
2019;Padroeiros Oficiais Do Brasil;Documentário
2019;Palace Ii - 3 Quartos Com Vista Para O Mar;Documentário
2019;Pastor Cláudio;Documentário
2019;Paulo De Tarso E A História Do Cristianismo Primitivo;Documentário
2019;Pavarotti;Documentário
2019;Relatos Do Front;Documentário
2019;Rindo À Toa;Documentário
2019;Rogéria - Senhor Astolfo Barrozo Pinto;Documentário
2019;Santiago, Itália;Documentário
2019;Santos De Todos Os Gols;Documentário
2019;Sob O Olhar Do Padroeiro;Documentário
2019;Sou Carnaval De São Salvador;Documentário
2019;Tá Rindo De Quê?;Documentário
2019;Teatros No Brasil  Claudio Santoro - Memórias Do Maestro E Do Teatro Em Vida;Documentário
2019;Teatros No Brasil  Teatros Amazonas - O Filho Ouro Da Floresta;Documentário
2019;Teatros No Brasil Castro Alves - O Teatro E O Homem;Documentário
2019;Teatros No Brasil Sudeste Municipal - Enredos Da Jóia Carioca;Documentário
2019;Teatros No Brasil Theatro São Pedro - Símbolo De Arte E Resistência;Documentário
2019;Torre Das Donzelas;Documentário
2019;Tsé;Documentário
2019;Tunga, O Esquecimento Das Paixões;Documentário
2019;Ultraje;Documentário
2019;Um Dia Para Susana;Documentário
2019;Uma;Documentário
2019;Uruguai - Na Vanguarda;Documentário
2020;A Verdade Da Mentira;Documentário
2020;Adoniran, Meu Nome É João Rubinato;Documentário
2020;Alice Guy-Blaché - A História Não Contada Da Primeira Cineasta Do Mundo;Documentário
2020;Blitz, O Filme;Documentário
2020;Campo;Documentário
2020;Dentro Da Minha Pele;Documentário
2020;Família De Axé;Documentário
2020;Faz Sol Lá Sim;Documentário
2020;Fico Te Devendo Uma Carta Sobre O Brasil;Documentário
2020;For Sama;Documentário
2020;Honeyland;Documentário
2020;Inaudito;Documentário
2020;Mulher;Documentário
2020;Niède;Documentário
2020;Partida;Documentário
2020;Sem Descanso;Documentário
2020;Sobradinho;Documentário
2020;Soldado Estrangeiro;Documentário
2020;Uma Garota Chamada Marina;Documentário
2020;Vivir Allí No Es El Infierno Es El Fuego Del Desierto.La Plenitud De La Vida Quedó Ahí Como Un Árbol;Documentário
2021;8 Presidentes 1 Juramento - A História De Um Tempo Presente;Documentário
2021;A Mulher Da Luz Própria;Documentário
2021;A Ponte De Bambu;Documentário
2021;A Quem Interessa A Ignorância?;Documentário
2021;A Última Floresta;Documentário
2021;Alvorada;Documentário
2021;Amigo Arrigo;Documentário
2021;Amor Fati;Documentário
2021;Andre Matos – Maestro Do Rock;Documentário
2021;Atravessa A Vida;Documentário
2021;Aznavour Por Charles;Documentário
2021;Boa Noite;Documentário
2021;Bravos Valentes: Vaqueiros Do Brasil;Documentário
2021;Callado;Documentário
2021;Cavalo;Documentário
2021;Chacrinha, Eu Vim Para Confundir Não Para Explicar;Documentário
2021;Chão;Documentário
2021;Chorão: Marginal Alado;Documentário
2021;Cine Marrocos;Documentário
2021;Cravos;Documentário
2021;Danças Negras;Documentário
2021;Delicadeza É Azul;Documentário
2021;Encarcerados;Documentário
2021;Entre Nós, Um Segredo;Documentário
2021;Frei Damião - O Santo Do Nordeste;Documentário
2021;Libelu - Abaixo A Ditadura;Documentário
2021;Limiar;Documentário
2021;Luana Muniz - Filha Da Lua;Documentário
2021;Lutar, Lutar, Lutar;Documentário
2021;Mangueira Em 2 Tempos;Documentário
2021;Meu Querido Supermercado;Documentário
2021;Migliaccio, O Brasileiro Em Cena;Documentário
2021;Minha Fortaleza - Os Filhos De Fulano;Documentário
2021;Mostra-Me O Pai;Documentário
2021;Nazinha, Olhai Por Nós;Documentário
2021;Nem Tudo Se Desfaz;Documentário
2021;Nheengatu;Documentário
2021;O Império De Pierre Cardin;Documentário
2021;O Sentido Da Vida;Documentário
2021;Pantanal, A Boa Inocência De Nossas Origens;Documentário
2021;Pj Harvey: Um Cão Chamado Dinheiro;Documentário
2021;Proibido Nascer No Paraíso;Documentário
2021;Rumo;Documentário
2021;Sars-Cov-2 O Tempo Da Pandemia;Documentário
2021;Siron. Tempo Sobre Tela;Documentário
2021;Você Não É Um Soldado;Documentário
2021;Wild - Rede Selvagem;Documentário
2021;Zimba;Documentário
2022;1999 - A Conquista Da América;Documentário
2022;5 Casas;Documentário
2022;7 Cortes De Cabelo No Congo.;Documentário
2022;A Fantástica Fábrica De Golpes;Documentário
2022;A Jangada De Welles;Documentário
2022;Ademã - A Vida E As Notas De Ibrahim Sued;Documentário
2022;Amigo Secreto;Documentário
2022;Aquilo Que Eu Nunca Perdi;Documentário
2022;Arthur Moreira Lima - Um Piano Para Todos;Documentário
2022;Brasil África - Um Elo Natural;Documentário
2022;Brasileiríssima;Documentário
2022;Cavalo De Santo;Documentário
2022;Chico Para Sempre;Documentário
2022;Clarice Lispector - A Descoberta Do Mundo;Documentário
2022;David Bowie – Moonage Daydream;Documentário
2022;Deus Tem Aids;Documentário
2022;Em Busca Do U-513;Documentário
2022;Ennio, O Maestro;Documentário
2022;Enquanto Estamos Aqui;Documentário
2022;Escrita Íntima;Documentário
2022;Espero Que Esta Te Encontre E Que Estejas Bem;Documentário
2022;Êxtase;Documentário
2022;Fé E Fúria;Documentário
2022;Gyuri;Documentário
2022;Ivan, O Terrível;Documentário
2022;Kevin;Documentário
2022;Kobra - Auto-Retrato;Documentário
2022;Lavra;Documentário
2022;Maria - Ninguém Sabe Quem Sou Eu;Documentário
2022;Meu Tricolor De Aço 2 - Um Sonho Que Liberta;Documentário
2022;Muco : Contradição Da Tradição;Documentário
2022;Nunca Mais Serei A Mesma;Documentário
2022;O Grande Irmão - O Dia Que Durou 21 Anos 2;Documentário
2022;O Presidente Improvável;Documentário
2022;O Tablado E Maria Clara Machado;Documentário
2022;O Território;Documentário
2022;O Trem Da Utopia;Documentário
2022;O Último País;Documentário
2022;Os Ossos Da Saudade;Documentário
2022;Pajeú;Documentário
2022;Platamama;Documentário
2022;Poetas Do Céu;Documentário
2022;Purgatório;Documentário
2022;Quem Tem Medo?;Documentário
2022;Rio De Vozes;Documentário
2022;Rogai Por Nós;Documentário
2022;Rua Guaicurus;Documentário
2022;Samadhi Road;Documentário
2022;Sapato36;Documentário
2022;Se Eu Contar, Você Escuta ?;Documentário
2022;Segredos Do Putumayo;Documentário
2022;Sociedade Do Medo;Documentário
2022;Summer Of Soul (...Ou, Quando A Revolução Não Pôde Ser Televisionada);Documentário
2022;Suzanne Daveau;Documentário
2022;Tambores Da Diáspora;Documentário
2022;Toada Para José Siqueira;Documentário
2022;Transversais;Documentário
2022;Três Vidas E Um Sonho;Documentário
2022;Virar Mar;Documentário
2022;Visões Do Império;Documentário
2022;Vivo;Documentário
